Measurement_System,FSK_SKU,ShaftSize,ShaftUnits,SternSize,SternUnits,Priority,Priority Meaning,FSA_Template,Hose_Code,Hose_Orientation,Clamp1_Code,Clamp1_Qty,Clamp2_Code,Clamp2_Qty,Total_Clamps_Per_Kit,Hat_SKU,Hat_Qty,Is_US_Recommended,Stretch_Type,Stretch_Backend_in,Stretch_Stern_in,Comments
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2875-1,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2875-1,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-0,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-0,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-1,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-1,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-2,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-2,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-3,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-3,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-4,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-4,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-42,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-42,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-43,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-43,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-5,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-5,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-6,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-6,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-7,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-3000-7,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2500-0,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2500-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2625-0,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2625-0,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2625-1,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2625-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2625-2,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2625-2,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2625-3,HOSE 2375,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2625-3,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2750-0,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2625-1,1.75,in,2.625,in,6,Stretch at both ends,FSA-1750-2750-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,2,No stretch (ideal fit),FSA-1750-2500-0,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,2,No stretch (ideal fit),FSA-1750-2500-0,HS 2500-2750-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,2,No stretch (ideal fit),FSA-1750-2500-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,2,No stretch (ideal fit),FSA-1750-2500-1,HS 2500-2750-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,No stretch (ideal fit),0.0,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2625-0,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2625-0,HS 2500-2750-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2625-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2625-1,HS 2500-2750-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2625-2,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2625-2,HS 2500-2750-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2625-3,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2625-3,HS 2500-2750-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2750-0,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2750-0,HS 2500-2750-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2750-1,HS 2500-2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2750-1,HS 2500-2750-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2875-0,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-2875-1,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.125,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-3000-0,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-3000-1,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-3000-2,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-3000-3,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-3000-4,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-3000-42,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-3000-43,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-3000-5,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-3000-6,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,3,Stretch at FSA backend only,FSA-1750-3000-7,HOSE 2750,A->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at FSA backend only,0.25,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,4,Straight hose (no stretch),FSA-1750-2750-0,HOSE 2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Straight hose (no stretch),0.0,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,4,Straight hose (no stretch),FSA-1750-2750-1,HOSE 2750,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Straight hose (no stretch),0.0,0.0,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,5,Stretch at stern tube,FSA-1750-2500-0,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,5,Stretch at stern tube,FSA-1750-2500-0,HS 2500-2625-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,5,Stretch at stern tube,FSA-1750-2500-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,5,Stretch at stern tube,FSA-1750-2500-1,HS 2500-2625-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,5,Stretch at stern tube,FSA-1750-2500-0,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,5,Stretch at stern tube,FSA-1750-2500-1,HOSE 2500,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at stern tube,0.0,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,5,Stretch at stern tube,FSA-1750-2625-0,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,5,Stretch at stern tube,FSA-1750-2625-1,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,5,Stretch at stern tube,FSA-1750-2625-2,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,5,Stretch at stern tube,FSA-1750-2625-3,HOSE 2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at stern tube,0.0,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2625-0,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2625-0,HS 2500-2625-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2625-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2625-1,HS 2500-2625-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2625-2,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2625-2,HS 2500-2625-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2625-3,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2625-3,HS 2500-2625-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2750-0,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2750-0,HS 2500-2625-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2750-1,HS 2500-2625,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2750-1,HS 2500-2625-1,A->Backend,CLAMP-2500,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.125,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2875-0,HS 2500-2625,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2875-0,HS 2500-2625-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2875-0,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2875-0,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2875-1,HS 2500-2625,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2875-1,HS 2500-2625-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2875-1,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-2875-1,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.125,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-0,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-0,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-1,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-1,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-2,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-2,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-3,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-3,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-4,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-4,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-42,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-42,HS 2500-2750-1,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
Imperial,FSK-1750-2750-0,1.75,in,2.75,in,6,Stretch at both ends,FSA-1750-3000-43,HS 2500-2750,B->Backend,CLAMP-3000,2,CLAMP-2500,2,4,HAT-1750,1,False,Stretch at both ends,0.25,0.25,Rule Engine
